'Wednesday','July','13','2016','06:15:00','261.07','10.48','NA','24.37','11.37','66.54','106.65','2.59','43.98','48.65','43.13'
'Wednesday','July','13','2016','06:15:00','261.07','10.48','NA','24.37','11.37','66.54','106.65','2.59','43.98','48.65','43.13'
'Wednesday','July','13','2016','06:45:00','244.38','10.77','NA','33.52','11.39','71.18','64.00','15.90','30.76','59.22','36.10'
'Wednesday','July','13','2016','06:45:00','244.38','10.77','NA','33.52','11.39','71.18','64.00','15.90','30.76','59.22','36.10'
'Wednesday','July','13','2016','07:15:00','283.66','5.90','NA','33.53','9.32','87.65','71.64','23.03','33.57','107.27','57.82'
'Wednesday','July','13','2016','07:15:00','283.66','5.90','NA','33.53','9.32','87.65','71.64','23.03','33.57','107.27','57.82'
'Wednesday','July','13','2016','07:45:00','244.06','6.27','NA','46.19','10.65','130.39','96.65','24.53','28.47','122.63','59.27'
'Wednesday','July','13','2016','07:45:00','244.06','6.27','NA','46.19','10.65','130.39','96.65','24.53','28.47','122.63','59.27'
'Wednesday','July','13','2016','08:15:00','182.78','3.91','NA','39.46','9.81','127.88','98.88','21.50','20.59','104.12','54.61'
'Wednesday','July','13','2016','08:15:00','182.78','3.91','NA','39.46','9.81','127.88','98.88','21.50','20.59','104.12','54.61'
'Wednesday','July','13','2016','08:45:00','155.27','2.97','NA','37.01','9.63','93.61','75.72','42.07','21.09','51.00','48.05'
'Wednesday','July','13','2016','08:45:00','155.27','2.97','NA','37.01','9.63','93.61','75.72','42.07','21.09','51.00','48.05'
'Wednesday','July','13','2016','09:15:00','130.65','2.34','NA','32.27','11.15','95.32','74.96','42.50','19.01','21.61','5.34'
'Wednesday','July','13','2016','09:15:00','130.65','2.34','NA','32.27','11.15','95.32','74.96','42.50','19.01','21.61','5.34'
'Wednesday','July','13','2016','09:45:00','119.95','1.75','NA','19.71','11.20','53.02','38.95','63.14','17.31','13.26','27.06'
'Wednesday','July','13','2016','09:45:00','119.95','1.75','NA','19.71','11.20','53.02','38.95','63.14','17.31','13.26','27.06'
'Wednesday','July','13','2016','10:15:00','100.10','3.68','NA','23.24','9.27','83.52','59.26','59.86','23.91','18.89','23.57'
'Wednesday','July','13','2016','10:15:00','100.10','3.68','NA','23.24','9.27','83.52','59.26','59.86','23.91','18.89','23.57'
'Wednesday','July','13','2016','10:45:00','103.96','4.67','NA','34.37','8.95','90.16','46.69','66.82','20.26','19.11','10.75'
'Wednesday','July','13','2016','10:45:00','103.96','4.67','NA','34.37','8.95','90.16','46.69','66.82','20.26','19.11','10.75'
'Wednesday','July','13','2016','11:15:00','119.55','3.29','NA','26.50','8.32','114.51','69.28','52.56','22.09','10.68','13.55'
'Wednesday','July','13','2016','11:15:00','119.55','3.29','NA','26.50','8.32','114.51','69.28','52.56','22.09','10.68','13.55'
'Wednesday','July','13','2016','12:00:00','123.02','2.86','NA','24.04','10.11','123.67','75.53','44.56','24.65','13.19','10.49'
'Wednesday','July','13','2016','12:00:00','123.02','2.86','NA','24.04','10.11','123.67','75.53','44.56','24.65','13.19','10.49'
'Wednesday','July','13','2016','12:15:00','106.35','4.44','NA','20.92','10.12','121.52','81.87','47.01','21.03','11.85','22.05'
'Wednesday','July','13','2016','12:15:00','106.35','4.44','NA','20.92','10.12','121.52','81.87','47.01','21.03','11.85','22.05'
'Wednesday','July','13','2016','12:45:00','108.90','4.55','NA','26.05','9.10','146.52','86.12','44.05','22.68','16.36','24.18'
'Wednesday','July','13','2016','12:45:00','108.90','4.55','NA','26.05','9.10','146.52','86.12','44.05','22.68','16.36','24.18'
'Wednesday','July','13','2016','12:45:00','108.90','4.55','NA','26.05','9.10','146.52','86.12','44.05','22.68','16.36','24.18'
